#Variables:
#tasmax_CNRM-CM5_historical(K):Daily Maximum Near-Surface Air Temperature
#tasmin_CNRM-CM5_historical(K):Daily Minimum Near-Surface Air Temperature
#rhsmax_CNRM-CM5_historical(%):Surface Daily Maximum Relative Humidity
#rhsmin_CNRM-CM5_historical(%):Surface Daily Minimum Relative Humidity
#pr_CNRM-CM5_historical(mm):Precipitation
#rsds_CNRM-CM5_historical(Wm-2):Surface Downwelling Shortwave Radiation
"#Data Extracted for Average over Grid Cell w/ center: 44.3961 Latitude, -110.9391 Longitude (closest value to Latitude:44.405621, Longitude:-110.9203023) "
#Original Data File(s):
#agg_macav2metdata_tasmax_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_tasmin_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_rhsmax_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_rhsmin_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_pr_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#agg_macav2metdata_rsds_CNRM-CM5_r1i1p1_historical_1950_2005_CONUS_daily.nc 
#===============================================
""
yyyy-mm-dd,tasmax_CNRM-CM5_historical(K),tasmin_CNRM-CM5_historical(K),rhsmax_CNRM-CM5_historical(%),rhsmin_CNRM-CM5_historical(%),pr_CNRM-CM5_historical(mm),rsds_CNRM-CM5_historical(Wm-2)
1953-08-26,289.005859,275.437469,74.352562,30.154148,0.453096,239.209305
1953-08-27,291.225708,274.846130,59.470051,25.587473,0.417208,242.881241
1953-08-28,293.093170,278.965088,49.345741,22.184942,0.484559,252.080841
1953-08-29,293.220703,278.601318,48.652733,19.678520,0.000000,256.107697
1953-08-30,293.211334,276.377075,40.215603,16.629250,0.000000,257.172058
1953-08-31,291.211212,276.201630,33.921566,16.468143,0.000000,266.371887
1953-09-01,292.326935,276.116608,43.838940,17.529659,0.000000,202.883301
1953-09-02,293.484131,281.221497,34.695530,16.607786,0.000000,208.199081
1953-09-03,293.231140,277.653076,48.502720,16.441889,0.000000,229.656235
1953-09-04,293.305206,276.010498,48.725746,17.276388,0.000000,251.410995
1953-09-05,294.974701,278.327087,41.381252,16.341116,0.788624,226.475494
1953-09-06,292.775238,280.132263,35.732601,17.168823,0.000000,219.460449
1953-09-07,287.786316,273.911285,61.337189,18.291582,0.000000,246.653519
1953-09-08,288.543274,272.291809,47.212303,20.943373,0.000000,204.577499
1953-09-09,284.943665,276.434814,73.147316,24.538628,0.290958,203.066452
1953-09-10,285.635620,269.652008,68.499893,25.689716,0.000000,240.006439
1953-09-11,287.166107,271.316040,74.445747,28.254850,0.000000,233.973450
1953-09-12,288.516571,272.918488,70.396294,29.516047,0.000000,222.256454
1953-09-13,291.664276,274.449799,66.318626,22.029423,0.000000,208.199020
1953-09-14,291.857422,275.631317,54.540554,17.049082,0.000000,226.499680
1953-09-15,288.701538,277.681030,43.742455,19.239365,3.400835,166.051483
1953-09-16,275.231873,264.681458,58.684059,25.084768,1.193776,184.559296
1953-09-17,273.122070,263.129639,67.159943,31.977169,0.000000,158.838577
1953-09-18,271.066284,265.535980,74.229309,48.937271,1.357355,166.081848
1953-09-19,273.610840,260.100677,80.972862,30.408550,0.000000,212.146729
1953-09-20,275.021149,262.980103,50.101696,27.268211,0.000000,160.540283
1953-09-21,278.950592,270.894501,90.390671,33.274170,0.000000,199.609360
1953-09-22,280.597809,274.552551,66.663559,37.430450,0.000000,171.143311
1953-09-23,284.598175,267.140594,86.448341,30.342710,0.000000,205.064041
1953-09-24,287.405823,271.107117,62.480297,26.941196,0.000000,187.686905
1953-09-25,284.706451,271.045868,65.962601,29.715479,0.000000,171.619095
1953-09-26,281.126190,276.107422,58.609097,33.922546,4.837929,119.931129
1953-09-27,275.165131,271.864746,91.878998,41.100399,5.313180,151.124283
1953-09-28,276.689514,267.111816,69.163055,39.309319,1.507427,134.222946
1953-09-29,275.369476,274.367584,99.979851,34.807358,2.039052,135.642517
1953-09-30,276.908478,264.024017,72.410629,27.494658,1.098228,173.051544
1953-10-01,276.588898,268.907867,96.244812,30.948446,6.022553,145.940521
1953-10-02,276.804565,263.540192,99.915398,36.209206,0.000000,189.945480
1953-10-03,279.700348,264.925629,68.734566,30.601116,0.000000,194.281601
1953-10-04,284.978302,267.924103,57.815048,24.619911,0.000000,191.024155
1953-10-05,283.805878,269.737854,52.830856,25.775366,0.000000,176.519516
1953-10-06,278.982239,272.833893,91.899788,38.160160,6.606444,124.512711
1953-10-07,272.847992,268.439301,57.222450,42.398170,1.042429,150.289963
1953-10-08,268.433105,260.906433,80.253967,38.988503,2.189801,170.102188
1953-10-09,278.509521,259.032349,65.313881,28.411686,0.000000,182.310181
1953-10-10,284.158020,266.257446,68.045471,28.439121,0.000000,180.090820
1953-10-11,285.196655,267.450806,74.030716,29.432381,0.000000,176.032669
1953-10-12,279.492523,271.148468,90.994499,37.000614,0.000000,125.654083
1953-10-13,270.211792,260.973724,83.033661,28.137405,0.000000,166.092255
1953-10-14,273.022614,259.268829,62.464077,19.362469,0.000000,164.993622
1953-10-15,279.917938,263.177094,47.431828,21.113335,0.000000,160.826935
1953-10-16,281.463257,265.716522,50.192684,19.860060,0.000000,160.856369
1953-10-17,283.057495,265.837708,50.643753,18.173599,0.351496,159.486786
1953-10-18,278.811462,267.098267,51.851173,22.134941,7.577460,100.854111
1953-10-19,274.441742,267.166199,96.338257,48.888733,11.884336,107.191681
1953-10-20,277.371979,263.116791,94.530632,31.309708,0.740369,144.901535
1953-10-21,277.697327,266.134552,65.811111,39.138309,8.866694,129.003128
1953-10-22,275.214996,269.098267,99.908890,49.450821,18.290121,101.479294
1953-10-23,275.129272,269.745728,99.946495,58.633762,3.685786,84.176346
1953-10-24,277.070526,268.343109,99.985176,50.804092,0.812240,135.783585
1953-10-25,279.373505,265.058167,95.455032,35.584675,0.000000,144.597534
1953-10-26,280.092163,265.571960,76.120987,36.721565,0.000000,139.722427
1953-10-27,280.979034,265.137177,81.387634,27.795675,0.000000,138.727707
1953-10-28,281.797272,265.149353,66.936302,21.517410,0.000000,133.512802
1953-10-29,279.172211,265.575562,51.069523,26.411898,0.000000,127.937737
1953-10-30,279.016052,265.531555,69.374100,36.471783,0.000000,109.596054
1953-10-31,280.098999,267.158417,75.352348,38.571884,0.000000,118.000336
1953-11-01,280.365967,265.634155,79.174423,34.023952,0.000000,124.010811
1953-11-02,280.296265,265.134155,75.731941,28.313196,0.000000,121.964996
1953-11-03,275.987457,265.338867,70.542282,38.645668,0.000000,88.046654
1953-11-04,276.414307,268.104004,79.911186,39.171047,1.208938,109.741562
1953-11-05,273.830841,266.738525,99.956001,50.020313,25.408112,50.961636
1953-11-06,274.326355,269.759613,96.554092,69.208549,26.691887,68.078979
1953-11-07,272.058899,267.887604,99.939995,63.538494,33.952404,79.868744
1953-11-08,274.249512,267.632538,99.888260,61.319138,18.673162,83.376564
1953-11-09,277.082489,272.518219,99.991203,60.325703,17.823063,86.818581
1953-11-10,278.990570,274.421814,99.932800,69.317459,18.540543,65.471222
1953-11-11,276.321747,272.561768,99.987465,62.094730,13.677865,84.901543
1953-11-12,273.774261,269.605042,99.999832,54.565216,9.548751,80.132088
1953-11-13,274.596497,264.538544,99.999916,58.136341,0.000000,86.673149
1953-11-14,273.048767,265.694153,99.998871,58.462498,1.831050,64.087639
1953-11-15,276.071198,267.247833,99.999840,56.749706,5.217671,93.276535
1953-11-16,272.803314,269.934448,99.999573,66.968719,4.167499,57.690292
1953-11-17,273.070465,264.921112,99.999954,66.008148,1.006845,83.424210
1953-11-18,276.283508,267.260040,75.679230,50.081223,4.476704,99.279060
1953-11-19,272.724792,270.104279,99.998703,61.046146,8.016605,62.057560
1953-11-20,271.801086,264.328705,99.999954,48.594646,7.378234,94.475922
1953-11-21,271.801727,257.608673,99.999550,55.962334,23.662664,48.848831
1953-11-22,273.717773,263.382538,99.999954,57.820038,11.351900,79.353806
1953-11-23,269.531250,261.088959,98.802795,56.444210,4.938151,86.075760
1953-11-24,267.364319,256.357086,99.999763,63.738586,4.164826,86.254906
1953-11-25,264.907990,256.263428,82.562599,46.795277,1.248737,88.114517
1953-11-26,262.873322,252.381195,83.875572,57.131123,1.149840,80.417664
1953-11-27,269.428131,262.045685,77.812500,56.818707,0.728170,84.258179
1953-11-28,271.084198,260.073517,72.364540,37.418274,0.000000,89.400627
1953-11-29,271.030304,263.580170,76.570244,50.638523,3.043194,69.279373
1953-11-30,270.578857,267.247467,87.792130,51.170315,4.945465,80.955353
1953-12-01,266.509155,256.876740,99.998657,58.514309,2.501264,71.318214
1953-12-02,268.133636,262.120453,95.112343,63.792652,3.027208,76.497604
1953-12-03,270.774719,265.511810,83.819336,65.007011,9.401053,69.894753
1953-12-04,267.552643,261.730164,85.486519,66.560608,4.719103,53.671036
1953-12-05,266.258240,258.206329,99.999542,61.942440,2.565557,84.690971
1953-12-06,262.801941,251.321030,99.672203,58.982288,0.893559,86.875496
1953-12-07,261.628479,252.901093,99.696243,61.315815,1.014487,83.529419
1953-12-08,261.611450,255.449692,95.390106,50.878742,0.000000,81.845810
1953-12-09,258.461273,245.899384,94.766281,51.378273,0.000000,89.042061
1953-12-10,259.739075,244.159698,78.661316,36.045433,0.000000,88.320183
1953-12-11,261.526459,246.928024,60.252396,31.345306,0.000000,89.235855
1953-12-12,266.797485,252.080490,50.203556,19.019478,0.000000,85.067902
1953-12-13,265.473724,252.541840,53.654716,23.375784,0.000000,86.594749
1953-12-14,264.674133,251.856949,75.108894,44.769127,0.000000,84.692299
1953-12-15,262.304047,251.230438,99.876640,60.097836,1.392413,75.535370
1953-12-16,261.031158,256.990997,73.977264,54.121140,2.970885,72.429695
1953-12-17,263.961426,257.041809,80.790497,66.001434,18.851229,48.173744
1953-12-18,267.958832,262.396576,91.876480,67.794777,4.241895,73.264534
1953-12-19,272.362488,265.990509,97.214951,82.217255,4.098194,64.859749
1953-12-20,271.403015,265.824707,99.999496,83.785774,5.692792,53.262421
1953-12-21,272.200989,264.954254,99.999924,99.456894,14.828609,39.785149
1953-12-22,273.425354,266.960938,98.733559,48.784977,9.918839,55.145222
1953-12-23,266.425568,259.576385,99.328644,66.649338,6.203692,71.291351
1953-12-24,263.718506,254.485397,94.115669,58.814381,0.476902,75.977608
1953-12-25,270.394379,261.212616,76.836990,62.325165,8.646438,64.410278
1953-12-26,270.988983,264.286041,96.112556,61.509037,5.192273,65.593369
1953-12-27,273.539764,265.714569,99.999123,62.989773,26.794474,49.981197
1953-12-28,269.879303,263.397552,67.500114,48.254322,9.573111,67.484406
1953-12-29,263.696869,258.324371,83.875732,61.205082,1.256876,76.780640
1953-12-30,267.135406,259.803528,84.408203,53.479290,21.304384,60.760834
1953-12-31,265.455261,262.391144,70.163795,56.814770,1.842026,76.323715
1954-01-01,267.461914,261.077545,78.836426,65.321648,0.000000,76.233841
1954-01-02,268.403290,262.522125,82.309402,48.475903,9.789723,73.922920
1954-01-03,263.908173,255.948715,69.225838,44.621861,1.195983,90.320702
1954-01-04,263.872162,249.133957,62.942726,27.559673,0.000000,87.964088
1954-01-05,269.444519,259.367920,60.715862,46.538563,0.000000,90.349335
1954-01-06,268.406586,257.337036,66.475891,44.386456,0.000000,90.145432
1954-01-07,264.639618,253.894302,78.218491,47.415756,0.000000,90.079636
1954-01-08,259.416534,250.501495,85.435944,47.317696,0.998473,93.531929
1954-01-09,259.877136,244.319763,74.197220,34.282249,0.000000,95.947136
1954-01-10,261.510010,248.305923,58.194332,30.025917,0.000000,94.689484
1954-01-11,263.856873,250.835480,58.870907,32.865612,0.000000,97.420097
1954-01-12,264.805511,252.681656,68.884811,43.511639,0.000000,94.373482
1954-01-13,264.940277,252.729889,76.022293,35.111465,0.000000,90.841934
1954-01-14,266.176239,255.163116,56.690922,28.241732,0.000000,95.268951
1954-01-15,266.751862,253.458771,60.732555,28.381887,0.000000,93.434235
1954-01-16,268.095581,260.513306,68.543457,42.266144,1.007147,77.966270
1954-01-17,264.641846,257.815002,92.504578,58.164032,7.592676,78.591774
1954-01-18,266.467194,263.259094,81.035248,49.086525,6.010203,87.028557
1954-01-19,265.802521,255.842880,90.348137,58.489006,13.547314,57.897617
1954-01-20,267.372467,264.075043,90.695053,32.924931,12.449318,79.919487
1954-01-21,265.427826,255.825623,76.505325,44.347012,1.458569,87.223518
1954-01-22,267.872589,257.297852,79.009232,53.768276,3.665622,94.119087
1954-01-23,271.356323,260.291107,75.762611,57.997086,1.598486,91.340752
1954-01-24,270.733215,264.385651,80.685516,60.963531,5.370920,80.434853
1954-01-25,272.781494,263.865723,89.375748,57.131630,1.139610,97.780304
1954-01-26,271.442230,262.127838,87.829544,52.205624,0.000000,111.845741
1954-01-27,268.587860,262.486542,87.917328,24.929848,2.562956,101.521225
1954-01-28,264.935608,253.541718,70.007690,40.527168,3.317945,83.922890
1954-01-29,268.255707,263.097687,70.437637,62.032879,3.498524,84.518082
1954-01-30,270.415375,263.997162,75.797279,92.423134,11.878810,65.488258
1954-01-31,270.389984,262.309601,72.365089,44.363949,8.179704,104.729248
1954-02-01,265.686249,255.114914,84.090256,47.067032,0.000000,123.715828
1954-02-02,263.181213,248.512604,88.527679,47.054203,0.000000,129.591400
1954-02-03,268.053101,252.599823,70.939598,44.449474,0.000000,133.925415
1954-02-04,269.528381,253.187576,70.178223,34.837769,0.000000,120.099770
1954-02-05,265.951172,255.152222,79.880966,48.608410,0.000000,134.104523
1954-02-06,268.387360,252.640640,77.588753,41.117714,0.000000,138.073334
1954-02-07,270.250397,252.916656,68.380898,35.746132,0.000000,138.139145
1954-02-08,272.853424,256.494049,62.701229,30.179712,0.000000,139.902039
1954-02-09,271.590057,255.303040,64.415794,28.706379,0.000000,142.525818
1954-02-10,268.658936,253.178680,79.117996,36.920189,1.333506,122.681969
1954-02-11,266.261383,258.470917,81.002457,35.144627,0.000000,124.531837
1954-02-12,265.783142,246.853317,78.132484,32.915722,0.000000,147.454651
1954-02-13,266.861664,255.576202,53.977909,25.356867,1.879511,95.537743
1954-02-14,267.352173,260.356567,78.210526,44.712280,7.051434,105.367752
1954-02-15,267.900513,260.872467,79.043976,48.295280,8.701700,119.478981
1954-02-16,269.018402,265.552673,66.901146,46.280857,5.004278,116.955574
1954-02-17,269.120575,257.930511,77.056709,48.576939,0.913476,124.359085
1954-02-18,269.696014,262.513763,83.209854,51.458523,1.251618,110.169258
1954-02-19,268.622162,262.732086,68.966911,40.499138,4.757432,125.846870
1954-02-20,265.519714,251.410477,80.484116,34.198460,0.000000,167.246811
1954-02-21,265.700897,251.917862,86.932594,39.133629,0.000000,156.534958
1954-02-22,268.228088,252.834305,76.586899,36.570210,0.000000,172.681412
1954-02-23,272.182251,257.663696,52.766022,19.204355,0.000000,173.680252
1954-02-24,273.040955,257.824493,41.931301,19.180401,0.000000,175.147858
1954-02-25,273.468658,261.474854,69.839081,26.686949,9.473775,123.377754
1954-02-26,271.956482,263.742767,78.950562,52.699188,2.616469,141.047852
1954-02-27,273.239471,265.059631,78.344589,46.397701,6.546023,166.625778
1954-02-28,273.518097,259.407745,99.492516,45.861721,2.854631,173.048126
1954-03-01,271.736603,266.955017,99.998268,37.087688,6.259765,148.517731
1954-03-02,274.206665,259.216614,75.826508,40.043880,0.789863,188.889832
1954-03-03,275.811493,260.784393,68.123749,34.553909,1.217140,192.582901
1954-03-04,275.435394,262.472961,56.896248,36.529011,0.000000,200.462784
1954-03-05,275.835205,262.441467,62.599915,35.103611,0.000000,190.777100
1954-03-06,276.813812,266.163879,95.584648,46.662945,8.304969,148.391785
1954-03-07,274.906677,264.103058,84.190521,48.360756,8.628432,147.233353
1954-03-08,272.971954,263.521393,80.536247,38.209480,0.000000,177.193909
1954-03-09,275.079956,258.811829,85.410362,45.663368,0.000000,196.970642
1954-03-10,275.609406,263.481812,85.915237,42.311962,4.733716,171.067596
1954-03-11,275.673706,261.031311,85.288155,36.593464,6.054187,200.334625
1954-03-12,276.362701,261.871368,69.726982,41.401260,2.151302,206.377655
1954-03-13,275.948425,265.832062,87.378143,50.897976,2.869356,116.807137
1954-03-14,272.092102,264.666718,61.942936,37.994846,1.689144,179.104172
1954-03-15,271.621002,257.531281,79.978821,26.622038,2.285505,201.193832
1954-03-16,276.906555,263.565918,91.215775,44.430561,32.579765,155.443954
1954-03-17,273.926147,264.358795,94.727364,43.288528,6.945198,163.826767
1954-03-18,274.571594,259.943756,80.587959,35.043114,0.420550,213.599075
1954-03-19,277.594482,265.120972,87.485054,44.552208,6.850708,172.364380
1954-03-20,273.981842,266.593170,90.067604,35.219223,8.976353,178.466324
1954-03-21,271.940338,258.229187,79.797394,30.241529,3.317233,212.318893
1954-03-22,272.160370,256.154907,69.896194,30.102386,0.000000,239.301575
1954-03-23,271.968170,261.094757,77.468307,35.535294,2.106502,197.783890
1954-03-24,271.266296,259.592712,89.033936,34.566414,3.872324,192.894104
1954-03-25,270.502106,258.594360,87.415123,28.440264,0.849771,226.563629
1954-03-26,270.818329,254.184662,77.249733,25.255129,0.780095,240.403915
1954-03-27,272.371216,254.827301,67.128029,22.630556,0.000000,250.795242
1954-03-28,274.371582,258.008240,68.535507,29.939266,0.000000,245.219498
1954-03-29,276.238586,260.393616,68.234253,32.665295,0.000000,260.499023
1954-03-30,277.920074,266.583374,51.225811,32.958527,3.509237,197.908966
1954-03-31,271.936890,263.373901,93.225609,43.299259,14.744582,162.693268
1954-04-01,271.802704,260.353485,80.967903,32.560024,1.112847,241.743378
1954-04-02,271.397156,260.778625,81.891335,39.815498,1.834948,214.186188
1954-04-03,272.763672,259.296570,99.913147,28.417078,2.686278,260.267487
1954-04-04,274.775848,258.247040,77.290405,27.862568,1.425416,268.428955
1954-04-05,275.489014,262.701172,91.352119,32.068050,1.240864,247.549286
1954-04-06,275.947174,260.552002,75.485878,34.710739,2.817866,258.860016
1954-04-07,277.072815,262.504883,87.254974,39.695358,1.823160,260.329498
1954-04-08,276.821686,269.111908,87.523750,46.077370,1.709467,195.044449
1954-04-09,277.193115,265.193237,85.013672,33.113468,7.079278,270.371185
1954-04-10,275.843018,263.915619,86.142609,35.909073,0.000000,220.238541
1954-04-11,277.363495,271.162964,80.961510,40.332607,10.198500,190.394501
1954-04-12,277.394592,271.239624,80.996468,43.085827,0.000000,262.187012
1954-04-13,279.346802,271.615326,78.560120,39.259228,0.000000,243.375336
1954-04-14,279.192413,268.858185,99.922455,38.912495,1.418140,208.448196
1954-04-15,279.821655,266.362610,97.500816,37.990200,0.368378,260.442108
1954-04-16,279.635773,265.489197,94.875244,34.613815,1.734104,290.717621
1954-04-17,276.532043,268.943115,86.320419,40.171986,1.693444,215.840042
1954-04-18,275.811554,260.243896,84.460793,30.770725,0.586004,292.844330
1954-04-19,276.391876,264.889557,99.958061,41.578094,5.640141,175.525818
1954-04-20,276.670990,264.958618,99.764709,36.634598,1.690152,317.526764
1954-04-21,279.238922,264.395599,82.656532,30.540571,0.525833,289.000977
1954-04-22,281.172913,272.220154,72.018234,37.032742,0.000000,267.398499
1954-04-23,281.927704,269.330170,61.100723,39.756809,7.775363,254.442200
1954-04-24,281.468872,272.764709,99.963326,49.869770,12.891973,186.617950
1954-04-25,274.525055,264.470917,92.143044,52.296249,15.306669,187.339584
1954-04-26,272.591003,268.057404,61.365906,28.901085,1.098824,275.494385
1954-04-27,271.791168,268.483459,80.552040,32.284657,1.774197,254.511993
1954-04-28,273.496613,258.742676,88.154167,24.527361,0.000000,336.331665
1954-04-29,277.615967,258.604340,63.672367,30.555151,0.000000,340.096252
1954-04-30,279.514862,264.044556,90.548935,34.380825,0.378493,331.349915
1954-05-01,277.824249,261.977844,84.982811,28.800186,0.000000,354.403625
1954-05-02,277.165070,264.409729,64.427849,31.174603,0.735529,327.757935
1954-05-03,278.240570,267.620667,99.954277,35.386566,20.424734,243.417419
1954-05-04,271.022736,260.790710,78.298248,29.854506,0.965483,298.396057
1954-05-05,271.043823,259.121490,77.376457,31.980927,0.625162,353.812317
1954-05-06,271.224945,263.073853,78.731888,38.626026,1.697777,267.655243
1954-05-07,272.312897,263.309540,67.783424,38.758247,2.104264,297.513519
1954-05-08,275.522614,265.119293,99.944328,38.637203,3.776061,289.067657
1954-05-09,273.266083,263.750397,99.965340,36.038128,18.553898,256.456543
1954-05-10,274.092377,269.272217,99.962021,30.696697,9.422876,278.561676
1954-05-11,274.741058,262.269073,65.618462,29.369886,4.860476,290.769684
1954-05-12,279.025879,267.821320,73.382889,40.273060,4.244370,255.789017
1954-05-13,276.404144,267.316589,99.961655,42.313145,11.170909,212.773407
1954-05-14,273.301636,262.443787,70.765709,30.963078,0.677012,351.296936
1954-05-15,278.945587,264.385101,70.323769,34.316433,0.892899,361.377869
1954-05-16,279.558533,270.400055,67.210587,45.893131,1.807415,304.547974
1954-05-17,277.122955,269.003784,99.980164,55.035801,12.273185,171.120193
1954-05-18,276.298370,270.989868,99.985519,46.268566,20.354515,274.883087
1954-05-19,277.785217,267.565399,95.770027,44.439888,7.619710,291.192383
1954-05-20,279.553070,266.078735,99.982323,42.208191,5.820767,310.622833
1954-05-21,281.335175,270.004364,96.246811,49.684299,0.000000,297.120209
1954-05-22,283.311615,271.617523,99.980324,44.656361,0.000000,301.202789
1954-05-23,281.273132,269.108063,97.230423,42.015575,3.218498,313.299072
1954-05-24,283.112610,268.069458,84.196899,37.218178,0.000000,349.174774
1954-05-25,282.183960,271.077087,63.962498,37.623257,6.164982,365.452362
1954-05-26,283.613220,272.397949,60.434559,35.003696,2.213679,315.027161
1954-05-27,286.569519,269.806854,67.172287,33.322037,7.860810,307.527344
1954-05-28,279.737946,271.136902,62.149635,37.499516,2.979901,360.965118
1954-05-29,288.574799,269.970978,54.450676,31.647612,0.000000,372.119995
1954-05-30,291.780640,274.301788,59.765667,32.374096,0.000000,346.118439
1954-05-31,285.104523,271.428314,56.795300,38.234303,17.372219,339.320862
1954-06-01,276.536621,268.859131,99.981232,47.088757,8.437793,201.875107
1954-06-02,279.052124,267.842590,99.992584,45.763412,4.508806,296.467377
1954-06-03,277.632660,269.788605,90.668266,46.291302,7.113774,265.661255
1954-06-04,280.315430,267.299072,99.986046,36.322083,0.000000,342.664581
1954-06-05,281.181885,268.836151,59.588093,35.454758,0.814477,354.130585
1954-06-06,282.518250,267.618774,64.235222,35.469044,0.802202,340.452911
1954-06-07,284.211884,269.461609,70.227966,36.569721,1.018515,338.203094
1954-06-08,283.275391,269.627472,73.485451,36.813175,1.234567,340.363068
1954-06-09,279.672241,268.815338,84.423172,33.805767,0.668771,354.867737
1954-06-10,279.840454,269.321259,91.490021,36.054451,0.760278,295.723358
1954-06-11,280.288055,269.394440,93.099136,35.639080,0.000000,333.935852
1954-06-12,284.303009,269.287994,55.873356,28.739128,0.000000,334.298981
1954-06-13,284.819153,273.386047,44.729706,32.962040,0.000000,327.168030
1954-06-14,286.485931,269.652832,74.602173,30.914986,0.590842,347.334839
1954-06-15,289.325348,269.324799,72.838013,35.898388,0.000000,333.274963
1954-06-16,284.594574,278.080383,93.788078,42.578815,1.170722,206.141739
1954-06-17,285.107544,271.616882,99.994583,46.609997,5.017870,248.512085
1954-06-18,282.292877,276.037048,98.517006,42.186890,4.591753,246.657455
1954-06-19,284.980377,269.016815,70.767258,33.405369,0.000000,336.654694
1954-06-20,288.711609,270.867706,59.670467,31.384928,0.000000,337.665588
1954-06-21,290.225861,271.817780,61.173641,30.524971,0.000000,327.484131
1954-06-22,293.782715,274.771423,63.476135,26.274582,0.000000,328.845673
1954-06-23,293.863129,276.689789,66.872841,32.373013,0.419386,328.598206
1954-06-24,291.515656,278.749939,70.614700,38.235432,4.356234,268.895630
1954-06-25,285.262329,279.631317,99.990967,42.602528,4.495146,227.250916
1954-06-26,281.118774,272.583862,99.608376,47.951286,1.213565,251.464340
1954-06-27,289.463104,273.088959,82.424744,33.732853,0.678871,335.992950
1954-06-28,291.959564,275.130859,64.387566,30.602924,0.000000,328.443939
1954-06-29,289.546204,279.277802,82.686714,38.882526,2.358076,235.631180
1954-06-30,283.094116,277.794647,84.373245,37.454453,8.798018,310.758118
1954-07-01,286.335358,270.133881,68.876801,34.076694,0.000000,336.688721
1954-07-02,289.474609,270.532898,65.554375,31.154224,0.000000,344.345917
1954-07-03,290.596588,271.572662,63.257481,30.098118,0.000000,338.123352
1954-07-04,288.261200,273.050720,72.841118,32.240631,0.000000,334.291443
1954-07-05,290.081512,271.565887,77.038895,29.842705,0.000000,337.429749
1954-07-06,291.724304,272.828247,59.587730,26.770262,0.000000,333.089600
1954-07-07,292.934082,273.622314,57.872452,23.617516,0.000000,344.235748
1954-07-08,293.865570,276.118713,43.199757,21.397213,0.339035,339.556671
1954-07-09,292.872620,277.926819,52.075680,22.142883,0.785908,318.104797
1954-07-10,292.232727,277.521820,53.161018,26.759192,2.349548,313.867615
1954-07-11,286.680695,273.374725,68.373154,27.846066,20.448215,298.639771
1954-07-12,283.382172,276.097107,98.393127,41.629810,31.703091,203.591660
1954-07-13,285.406738,278.760895,94.005089,47.210678,11.078886,223.994293
1954-07-14,287.402344,277.687958,94.812668,43.010689,9.738022,272.265778
1954-07-15,289.264801,275.552765,97.690224,39.339729,8.022214,281.527588
1954-07-16,289.932251,277.048401,84.695747,37.563477,9.853304,285.798401
1954-07-17,291.736847,276.631073,70.330116,31.571459,3.583525,310.513153
1954-07-18,291.920685,277.206787,68.448097,31.270382,3.446744,319.569000
1954-07-19,293.711090,277.828735,61.040970,29.392321,0.570888,318.629364
1954-07-20,293.721283,279.753937,46.666252,24.575991,2.449380,306.985321
1954-07-21,294.631714,278.233673,62.317993,23.897762,2.162216,332.658081
1954-07-22,295.991425,280.145477,41.407406,19.348503,0.615911,334.921265
1954-07-23,293.802246,278.555359,49.011009,21.983488,0.000000,315.693085
1954-07-24,291.772339,275.933777,74.331573,28.385433,4.387802,318.096252
1954-07-25,293.974915,278.061829,70.322983,28.691597,0.514151,310.011566
1954-07-26,294.868164,280.834564,90.238091,27.391603,0.332669,282.606262
1954-07-27,296.000458,280.228363,54.959435,21.015127,0.353954,319.247742
1954-07-28,296.208405,280.362213,36.421528,20.391787,0.000000,331.064789
1954-07-29,293.983215,281.777954,32.392311,21.679295,0.000000,217.653625
1954-07-30,290.916107,279.255157,63.154934,26.988832,0.000000,277.012909
1954-07-31,287.284271,270.959381,62.910801,31.476595,0.000000,319.303070
1954-08-01,291.777069,274.897980,57.873112,28.182032,0.000000,309.001434
1954-08-02,292.086304,276.913605,66.335258,32.864021,0.770050,286.728394
1954-08-03,288.888824,279.211365,88.878960,32.523731,1.091508,238.502945
1954-08-04,287.466919,268.381012,60.834637,26.305286,0.000000,323.331055
1954-08-05,293.266205,272.475708,42.042629,22.225420,0.285548,324.146637
1954-08-06,296.264740,277.985687,36.104366,22.060078,0.000000,286.900818
1954-08-07,293.832062,278.854492,58.504372,22.999058,0.000000,303.380249
1954-08-08,296.909698,279.241699,36.518780,16.079031,0.000000,320.140747
1954-08-09,295.592773,280.130768,28.166502,15.789080,0.000000,319.934906
1954-08-10,293.049225,276.580109,56.586494,17.771505,0.433998,291.362061
1954-08-11,290.596649,272.316711,99.998230,24.078009,0.000000,294.900085
1954-08-12,295.767517,276.654663,64.777740,20.486065,0.000000,300.334839
1954-08-13,296.411835,281.006622,51.548893,21.500174,0.292261,248.944443
1954-08-14,295.259705,282.248230,54.999870,26.233957,0.712165,263.084808
1954-08-15,293.155212,282.224976,73.393608,34.007290,3.630286,224.061951
1954-08-16,292.485199,281.083923,73.092903,26.384995,9.723473,267.113159
1954-08-17,293.248810,278.104523,50.521366,20.976046,3.427089,287.690338
